XEuler,YEuler,ZEuler,XPosition,YPosition,ZPosition,Time,Mark
-6.911591,-8.660065,-6.343231,0.08645074,0.1194718,0.1128239,91.89917,0
-7.005585,-9.677521,-6.369537,0.0927026,0.1197613,0.1144554,91.99917,0
-6.995941,-10.63052,-6.716583,0.09933467,0.1197538,0.116878,92.09917,0
-6.849762,-11.29465,-7.159729,0.104143,0.1193641,0.1194227,92.19917,0
-6.550201,-11.41028,-7.453979,0.1063452,0.1189789,0.1211689,92.29916,0
-6.186188,-11.10095,-7.598694,0.1060171,0.1184252,0.1219796,92.39916,0
-5.740173,-10.76511,-7.24707,0.1020215,0.1178697,0.1217147,92.49916,0
-5.411438,-10.57706,-6.607025,0.09699111,0.1174566,0.121072,92.59916,0
-5.134705,-10.15851,-6.002594,0.09143906,0.1171925,0.1202315,92.69916,0
-4.893982,-9.291931,-5.613525,0.08601677,0.1172926,0.1193971,92.79916,0
-4.831635,-7.792511,-4.851532,0.07864358,0.1172947,0.1175754,92.89915,0
-4.898499,-6.470551,-3.778809,0.06829902,0.1174146,0.1145177,92.99915,0
-5.418213,-5.245483,-2.633331,0.0565266,0.1177944,0.1111668,93.09915,0
-5.893036,-4.303375,-1.462677,0.04368328,0.1185978,0.1080942,93.19915,0
-6.624054,-3.536835,-0.2536926,0.03136111,0.119875,0.1057088,93.29915,0
-7.09317,-2.848083,0.5908067,0.02042175,0.1208595,0.1039091,93.39915,0
-7.162781,-2.061493,0.8103958,0.0117822,0.1208545,0.1032324,93.49915,0
-7.051117,-0.7543335,0.6031671,0.003146076,0.1207125,0.1033369,93.59914,0
-7.028015,0.8998266,0.4378671,-0.005718675,0.1206462,0.1041803,93.69914,0
-7.093109,2.500447,0.640731,-0.01489975,0.1206087,0.1054461,93.79914,0
-7.129303,3.66126,0.9425457,-0.02250297,0.1206488,0.1067613,93.89914,0
-7.296936,4.9057,1.318965,-0.03029505,0.1204108,0.1079735,93.99914,0
-7.082825,5.143666,1.669063,-0.0370407,0.1196044,0.1085051,94.09914,0
-7.223846,5.502507,1.991283,-0.04379169,0.1196097,0.1090987,94.19913,0
-7.403046,6.321484,2.1344,-0.04921347,0.119879,0.1097776,94.29913,0
-7.359344,7.234601,2.095252,-0.05303155,0.1197366,0.1110891,94.39913,0
-7.147522,8.15863,2.084223,-0.05658017,0.119782,0.1129457,94.49913,0
-6.767303,9.273582,2.044804,-0.05978794,0.1191655,0.1151844,94.59913,0
-6.595642,10.14498,1.714998,-0.0608164,0.1191795,0.1168618,94.69913,0
-6.349457,10.83678,1.357446,-0.06136683,0.1189473,0.1187902,94.79913,0
-5.945618,11.61198,1.02706,-0.06186321,0.1184524,0.12051,94.89912,0
-5.664368,11.84196,0.9397691,-0.06228187,0.1180258,0.1213652,94.99912,0
-5.351807,11.88975,0.8443573,-0.06177913,0.1174533,0.121661,95.09912,0
