XEuler,YEuler,ZEuler,XPosition,YPosition,ZPosition,Time,Mark
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.5360404,0
0,0,0,0,0,0,0.6428681,0
0,0,0,0,0,0,0.7515152,0
0,0,0,0,0,0,0.8610892,0
0,0,0,0,0,0,0.9706417,0
0,0,0,0,0,0,1.076046,0
0,0,0,0,0,0,1.195179,0
0,0,0,0,0,0,1.305697,0
0,0,0,0,0,0,1.411501,0
0,0,0,0,0,0,1.517849,0
0,0,0,0,0,0,1.626239,0
0,0,0,0,0,0,1.735321,0
0,0,0,0,0,0,1.845351,0
0,0,0,0,0,0,1.961068,0
0,0,0,0,0,0,2.120503,0
0,0,0,0,0,0,2.228541,0
0,0,0,0,0,0,2.335145,0
0,0,0,0,0,0,2.442862,0
0,0,0,0,0,0,2.554183,0
0,0,0,0,0,0,2.660785,0
0,0,0,0,0,0,2.767449,0
0,0,0,0,0,0,2.880687,0
0,0,0,0,0,0,2.988287,0
0,0,0,0,0,0,3.099021,0
0,0,0,0,0,0,3.206228,0
0,0,0,0,0,0,3.318091,0
0,0,0,0,0,0,3.468701,0
0,0,0,0,0,0,3.574869,0
0,0,0,0,0,0,3.680795,0
0,0,0,0,0,0,3.789589,0
0,0,0,0,0,0,3.895883,0
0,0,0,0,0,0,4.006948,0
0,0,0,0,0,0,4.114635,0
0,0,0,0,0,0,4.237648,0
0,0,0,0,0,0,4.348404,0
0,0,0,0,0,0,4.459491,0
0,0,0,0,0,0,4.567121,0
0,0,0,0,0,0,4.674578,0
0,0,0,0,0,0,4.787944,0
0,0,0,0,0,0,4.898866,0
0,0,0,0,0,0,5.008528,0
0,0,0,0,0,0,5.119487,0
0,0,0,0,0,0,5.230705,0
0,0,0,0,0,0,5.338017,0
0,0,0,0,0,0,5.459551,0
0,0,0,0,0,0,5.569153,0
0,0,0,0,0,0,5.677529,0
0,0,0,0,0,0,5.787083,0
0,0,0,0,0,0,5.910285,0
0,0,0,0,0,0,6.016327,0
0,0,0,0,0,0,6.125249,0
0,0,0,0,0,0,6.231333,0
0,0,0,0,0,0,6.336554,0
0,0,0,0,0,0,6.442868,0
0,0,0,0,0,0,6.551845,0
0,0,0,0,0,0,6.672713,0
0,0,0,0,0,0,6.779088,0
0,0,0,0,0,0,6.893182,0
0,0,0,0,0,0,6.998935,0
0,0,0,0,0,0,7.10764,0
0,0,0,0,0,0,7.213952,0
0,0,0,0,0,0,7.321898,0
0,0,0,0,0,0,7.442873,0
0,0,0,0,0,0,7.549481,0
0,0,0,0,0,0,7.655038,0
0,0,0,0,0,0,7.762844,0
0,0,0,0,0,0,7.868423,0
0,0,0,0,0,0,7.976089,0
0,0,0,0,0,0,8.081074,0
0,0,0,0,0,0,8.185926,0
0,0,0,0,0,0,8.2913,0
0,0,0,0,0,0,8.400056,0
0,0,0,0,0,0,8.513909,0
0,0,0,0,0,0,8.622028,0
0,0,0,0,0,0,8.738466,0
0,0,0,0,0,0,8.848451,0
0,0,0,0,0,0,8.966649,0
0,0,0,0,0,0,9.076474,0
0,0,0,0,0,0,9.184314,0
0,0,0,0,0,0,9.293379,0
0,0,0,0,0,0,9.399629,0
0,0,0,0,0,0,9.5075,0
0,0,0,0,0,0,9.615553,0
0,0,0,0,0,0,9.740891,0
0,0,0,0,0,0,9.848552,0
0,0,0,0,0,0,9.956794,0
0,0,0,0,0,0,10.06412,0
0,0,0,0,0,0,10.17201,0
0,0,0,0,0,0,10.2783,0


