XEuler,YEuler,ZEuler,XPosition,YPosition,ZPosition,Time,Mark,Velocity
-2.154083,-6.098572,-5.614349,-0.08187757,0.003085259,-0.3290023,9.5,0,84.91218
-3.951508,-2.494843,-6.147491,-0.07254136,0.006242027,-0.3300692,9.6,0,40.3697
-4.853851,-1.839111,-6.178864,-0.06984463,0.008925337,-0.3340518,9.700001,0,11.14858
-4.951569,-2.364258,-5.910095,-0.06912817,0.008965178,-0.3366706,9.800001,0,5.774282
-4.668884,-0.481781,-5.523926,-0.06674521,0.008746032,-0.3375108,9.900002,0,19.73505
-4.889832,1.549993,-5.453186,-0.06476039,0.008711224,-0.3377506,10,0,20.50913
-4.688385,2.767584,-5.226624,-0.06321138,0.008283206,-0.338396,10.1,0,12.72858
-4.650757,2.964332,-4.886169,-0.06352122,0.007675251,-0.3387058,10.2,0,4.054175
-4.098053,2.292564,-4.422729,-0.06490453,0.006373182,-0.3386521,10.3,0,9.602108
-4.052246,1.694932,-4.440369,-0.06526998,0.005761051,-0.3393275,10.4,0,6.000288
-4.53772,1.46724,-4.448975,-0.06500571,0.006740406,-0.340462,10.5,0,5.352216
-4.578796,1.282627,-4.272766,-0.06544697,0.006995893,-0.3404467,10.6,0,2.470814
-4.334198,1.04768,-4.290009,-0.06596823,0.0066603,-0.3399996,10.7,0,3.380409
-4.240845,0.9172412,-4.249908,-0.06644806,0.006759671,-0.3394875,10.8,0,1.631294
-3.991943,0.6124056,-4.455872,-0.06711726,0.006039152,-0.3396025,10.90001,0,4.562825
-3.894318,-359.9882,-4.402618,-0.06853364,0.005832905,-0.3396353,11.00001,0,6.078049
-3.879578,-0.1672058,-4.17746,-0.06915531,0.005848755,-0.339509,11.10001,0,2.797646
-3.599396,-0.2935486,-4.190491,-0.06937426,0.005403284,-0.3392597,11.20001,0,3.064668
-3.472107,-0.4176025,-4.123016,-0.06981713,0.005189458,-0.3385229,11.30001,0,1.855748
-3.466705,-0.4101257,-4.079102,-0.06996214,0.005271605,-0.3383303,11.40001,0,0
-3.616364,-0.5350952,-3.869415,-0.07075897,0.00543014,-0.3386265,11.50001,0,2.797646
-3.724152,-0.8569336,-3.66806,-0.07181132,0.005703037,-0.3390717,11.60001,0,3.815482
-3.821411,-1.815186,-3.191711,-0.07403023,0.006269645,-0.3402881,11.70001,0,10.4529
-3.947144,-1.5,-3.394287,-0.07405869,0.006270766,-0.3409006,11.80001,0,3.85629
-3.815918,-1.079865,-3.367889,-0.07344685,0.006017327,-0.3410262,11.90001,0,4.458716
-3.886749,-1.574158,-3.289032,-0.07422701,0.006204578,-0.3405606,12.00001,0,5.020199
-3.730072,-1.752228,-3.308716,-0.07410385,0.006021058,-0.340189,12.10001,0,2.340678
-3.828979,-1.561096,-3.414673,-0.07295113,0.006155929,-0.3401853,12.20001,0,2.306998
-3.799866,-1.406952,-3.571625,-0.07199744,0.005973315,-0.3405004,12.30001,0,2.130624
-3.941376,-1.204529,-3.670654,-0.07117955,0.006148159,-0.3408234,12.40001,0,2.624425
-3.932953,-1.034668,-3.674103,-0.07097121,0.006137929,-0.3409452,12.50001,0,1.769387
-3.926605,-1.160919,-3.655151,-0.0711664,0.006201654,-0.3406796,12.60001,0,0
-3.922363,-1.311615,-3.631927,-0.07155474,0.006223331,-0.3406131,12.70001,0,0
-3.931091,-1.296722,-3.639435,-0.0715646,0.006270265,-0.3404565,12.80001,0,0
-3.786316,-1.354919,-3.709717,-0.07151834,0.006149489,-0.340384,12.90001,0,1.724585
-3.812866,-1.361389,-3.648743,-0.07137173,0.006114701,-0.3403747,13.00001,0,0
-3.66864,-1.473877,-3.656982,-0.0716438,0.005712988,-0.3405111,13.10001,0,1.813082
-3.916412,-1.526642,-3.615845,-0.07201409,0.006353328,-0.3405841,13.20001,0,2.564085
-3.893646,-1.481903,-3.5513,-0.07215241,0.006291264,-0.3404304,13.30001,0,0
-3.838135,-1.447754,-3.667725,-0.0718739,0.006272031,-0.3403702,13.40001,0,0
-3.855194,-1.387329,-3.684174,-0.07165917,0.006322966,-0.3403931,13.50002,0,0
-3.825256,-1.429413,-3.641174,-0.07158097,0.006329272,-0.3404167,13.60002,0,0
-3.865875,-1.418884,-3.843048,-0.07132663,0.006116016,-0.3405649,13.70002,0,2.055841
-3.878662,-1.311981,-3.721985,-0.07145943,0.00591487,-0.3407976,13.80002,0,1.631294
-4.013611,-1.581573,-3.632568,-0.07163309,0.006309839,-0.340982,13.90002,0,3.090101
-4.004517,-1.443115,-3.75412,-0.07126633,0.006485337,-0.3407388,14.00002,0,1.724585
-3.990601,-1.468689,-3.707214,-0.0713452,0.006543897,-0.3408363,14.10002,0,0
-4.006104,-1.694946,-3.668304,-0.07177479,0.006389299,-0.3408445,14.20002,0,2.272818
-4.012054,-1.739319,-3.675018,-0.07209689,0.006270873,-0.3411709,14.30002,0,0
-4.187836,-1.693878,-3.669098,-0.07207074,0.006438231,-0.3412807,14.40002,0,1.855748
-3.990936,-1.728882,-3.690582,-0.07202326,0.006051058,-0.3409118,14.50002,0,2.017411
-3.909302,-1.749176,-3.714172,-0.07196273,0.005845504,-0.3408508,14.60002,0,0
-4.184387,-1.633545,-3.972778,-0.0712036,0.006493696,-0.3411922,14.70002,0,3.936638
-4.120361,-1.564636,-3.977386,-0.07082665,0.006217928,-0.341821,14.80002,0,0
-4.243011,-1.755188,-3.886749,-0.07157698,0.006777142,-0.3415562,14.90002,0,2.438931
-4.113251,-1.747314,-3.754517,-0.07203046,0.006341971,-0.3414815,15.00002,0,1.897456
-4.239075,-1.8526,-3.695892,-0.07189685,0.006748264,-0.34184,15.10002,0,1.631294
-4.196289,-1.897156,-3.777771,-0.07165013,0.006573571,-0.341703,15.20002,0,0
-4.212189,-1.816986,-3.854645,-0.07130221,0.006605479,-0.341831,15.30002,0,0
-4.38736,-1.790405,-3.835968,-0.07135843,0.006830244,-0.3422813,15.40002,0,1.769387
-4.264923,-2.078613,-3.955658,-0.07170807,0.00644417,-0.3421283,15.50002,0,3.426403
-4.112,-2.137451,-3.857025,-0.07163012,0.006021031,-0.34191,15.60002,0,1.938266
-4.217102,-2.17923,-3.825745,-0.07147259,0.006384199,-0.3418326,15.70002,0,0
-4.22641,-2.212524,-3.86142,-0.07154067,0.006332302,-0.3417035,15.80002,0,0
-4.192169,-2.290344,-3.758698,-0.0722285,0.006202258,-0.3416979,15.90002,0,0
-4.333069,-2.413544,-3.721588,-0.0723368,0.006525217,-0.3422469,16.00002,0,1.897456
-4.496185,-2.401886,-3.621216,-0.07231116,0.006787132,-0.3424167,16.10003,0,1.938266
-4.514557,-2.311798,-3.716309,-0.07202076,0.006673862,-0.3421979,16.20003,0,0
-4.536743,-2.207764,-3.78299,-0.07165055,0.006856802,-0.3418621,16.30003,0,0
-4.429993,-2.274353,-3.76474,-0.07185575,0.006804552,-0.3415489,16.40003,0,0
-4.409424,-2.127319,-3.536377,-0.07238851,0.006746416,-0.3419515,16.50003,0,2.825484
-4.636383,-2.187164,-3.426941,-0.07328625,0.00724557,-0.3422297,16.60003,0,2.564085
-4.453949,-2.307648,-3.520416,-0.07377945,0.007129941,-0.3419589,16.70003,0,2.340678
-4.541901,-1.926392,-3.625854,-0.07320635,0.007017019,-0.3419328,16.80003,0,3.976203
-5.330811,-0.119812,-3.951111,-0.06999273,0.009174755,-0.3428371,16.90003,0,19.72712
-7.818085,7.200478,-3.257813,-0.05892687,0.01361328,-0.3445902,17.00003,0,78.36234
-9.29599,15.61614,-2.374542,-0.04476424,0.01631618,-0.3489423,17.10003,0,87.17385
-10.96652,23.29318,359.6381,-0.031944,0.01827753,-0.3548862,17.20003,0,84.38187
-11.19446,26.15013,359.234,-0.02523036,0.01878614,-0.3585831,17.30003,0,28.16954
-11.16522,27.44162,358.7773,-0.02114887,0.01873769,-0.360438,17.40003,0,12.83879
-11.4584,27.13537,358.2134,-0.01972431,0.01937871,-0.3608268,17.50003,0,7.506884
-11.34106,26.21266,357.8026,-0.02069372,0.01929658,-0.3597988,17.60003,0,10.87133
-11.2601,25.41324,357.8702,-0.02235069,0.01926901,-0.3586317,17.70003,0,7.94257
-11.12466,23.89257,357.9184,-0.0253807,0.01917189,-0.3572309,17.80003,0,15.18491
-10.6821,20.3303,-2.133453,-0.03145022,0.01820134,-0.3541311,17.90003,0,35.99882
-9.029755,11.15275,-3.592438,-0.04469688,0.01527537,-0.3486654,18.00003,0,96.77959
-7.709991,-359.9829,-5.513824,-0.06132244,0.0127433,-0.3448963,18.10003,0,116.4678
-7.985809,-12.84082,-6.849823,-0.08124892,0.01308061,-0.3448834,18.20003,0,131.0993
-8.847015,-24.37872,-8.017242,-0.0994034,0.01401212,-0.3491399,18.30003,0,117.9675
-9.150543,-30.7207,-8.060577,-0.1102203,0.01397393,-0.3522794,18.40003,0,63.55967
-9.027771,-34.01297,-8.739777,-0.1165868,0.01376452,-0.3548262,18.50003,0,34.66956
-8.862061,-34.61487,-8.142151,-0.1193476,0.01378842,-0.3559486,18.60003,0,7.952419
-8.818237,-34.92795,-7.313293,-0.1213104,0.01373251,-0.3573923,18.70004,0,8.411586
-8.742096,-34.95792,-7.071564,-0.1220341,0.01356808,-0.3578663,18.80004,0,2.533376
-8.605499,-34.8139,-7.467224,-0.1220167,0.01360446,-0.3573317,18.90004,0,4.242842
-7.787201,-33.01651,-9.696411,-0.1181601,0.01202288,-0.3537997,19.00004,0,27.79751
-6.223602,-26.81223,-9.2883,-0.1089054,0.009749418,-0.3473232,19.10004,0,64.59116
-4.707642,-17.04272,-8.787048,-0.0955371,0.007738493,-0.3409858,19.20004,0,99.45908
-3.965424,-11.63889,-10.19016,-0.08399902,0.005842277,-0.3362667,19.30004,0,55.29409
-2.234009,-5.768311,-8.847015,-0.07248271,0.002563315,-0.3329655,19.40004,0,63.33504
